# SS10DB 주요 테이블 목록 (SS10 / SONESP / WMS)
이 자료는 신성통상 메인 DB (SS10DB)의 주요 스키마 테이블 목록을 추출한 것입니다.

| OWNER | TABLE_NAME | NUM_ROWS | TABLE_TYPE | COMMENTS |
| SONESP | MIS_USER | 0 | TABLE |  |
| SONESP | MP_010 | 0 | TABLE |  |
| SONESP | MP_100 | 0 | TABLE |  |
| SONESP | MP_110 | 0 | TABLE |  |
| SONESP | MP_200 | 0 | TABLE |  |
| SONESP | MP_240 | 0 | TABLE |  |
| SONESP | MP_270 | 0 | TABLE |  |
| SONESP | MP_300 | 0 | TABLE |  |
| SONESP | MP_310 | 0 | TABLE |  |
| SONESP | MP_320 | 0 | TABLE |  |
| SONESP | MP_330 | 0 | TABLE |  |
| SONESP | MP_340 | 0 | TABLE |  |
| SONESP | MP_380 | 0 | TABLE |  |
| SONESP | MP_390 | 0 | TABLE |  |
| SONESP | MP_400 | 0 | TABLE |  |
| SONESP | MP_410 | 0 | TABLE |  |
| SONESP | MP_420 | 0 | TABLE |  |
| SONESP | MP_421 | 0 | TABLE |  |
| SONESP | MP_422 | 0 | TABLE |  |
| SONESP | MP_430 | 0 | TABLE |  |
| SONESP | MP_431 | 0 | TABLE |  |
| SONESP | MP_450 | 0 | TABLE |  |
| SONESP | MP_500 | 0 | TABLE |  |
| SONESP | MP_510 | 0 | TABLE |  |
| SONESP | MP_600 | 0 | TABLE |  |
| SONESP | MP_610 | 0 | TABLE |  |
| SONESP | MP_670 | 0 | TABLE |  |
| SONESP | MP_800 | 0 | TABLE |  |
